# alias	preferred	status	lang	note
激光等离子体交互作用	激光等离子体相互作用	forbidden	zh	误译interaction：正确为 激光等离子体相互作用
激光能量余额	激光能量平衡	forbidden	zh	误用财务义balance：正确为 激光能量平衡
激光驱动融合	激光驱动聚变	forbidden	zh	误译fusion：正确为 激光驱动聚变
激活产物	活化产物	forbidden	zh	误译activation：核物理应为 活化产物
激活作用	活化	forbidden	zh	AI误译activation(活化≠激活作用,生物义)：正确为 活化
激活分析	活化分析	forbidden	zh	误译activation：正确为 活化分析
激活箔	活化箔	forbidden	zh	误译activation：正确为 活化箔
激活箔片	活化箔	forbidden	zh	误译activation：正确为 活化箔
激活能	活化	forbidden	zh	AI误译activation(活化≠激活)：正确为 活化
灯丝	等离子体丝状体	forbidden	zh	误译filament(等离子体丝状体≠灯丝)：正确为 丝状体
灰尘	粉尘	forbidden	zh	误用生活义：正确为 粉尘
灰尘产生	粉尘产生	forbidden	zh	误译dust：正确为 粉尘产生
灰尘传输	粉尘输运	forbidden	zh	误译dust+transport：正确为 粉尘输运
灰尘库存	粉尘存量	forbidden	zh	误译dust+inventory：正确为 粉尘存量
灰尘运输	粉尘输运	forbidden	zh	误译dust+transport：正确为 粉尘输运
点燃	点火	forbidden	zh	误译ignition(聚变义)：正确为 点火
烘烤	烘烤除气	deprecated	zh	缺修饰：应为 烘烤除气
热交换器	换热器	deprecated	zh	非标准：工程应为 换热器
热休克	热冲击	forbidden	zh	误用医学义：正确为 热冲击
热传导性	热导率	forbidden	zh	误译conductivity(热导率≠传导性)：正确为 热导率
热传导系数	热导率	deprecated	zh	非标准(热传导系数≠热导率)：应为 热导率
热力学力	热力	forbidden	zh	误译：正确为 热力
热力学机械分析	热机械分析	forbidden	zh	误译thermo(热≠热力学)：正确为 热机械分析
热力学水力学	热工水力	forbidden	zh	误译：正确为 热工水力
热力效率	热效率	forbidden	zh	误译thermal(热≠热力)：正确为 热效率
热单元	热室	forbidden	zh	误译cell：正确为 热室
热压力	热应力	forbidden	zh	误译stress(应力≠压力)：正确为 热应力
热屏障涂层	热障涂层	forbidden	zh	误译barrier：正确为 热障涂层
热屏障涂料	热障涂层	forbidden	zh	误译barrier+coating(热障涂层≠热屏障涂料)：正确为 热障涂层
热张力	热应力	forbidden	zh	误译stress(应力≠张力)：正确为 热应力
热弥散	热扩散	forbidden	zh	误译diffusion(扩散≠弥散)：正确为 热扩散
热循环吸收过程	热循环吸收工艺	forbidden	zh	误译process：正确为 热循环吸收工艺
热循环疲劳	热疲劳	deprecated	zh	非标准(thermal cycling fatigue≠thermal fatigue)：应为 热疲劳
热扩展系数	热膨胀系数	forbidden	zh	AI误译expansion(膨胀≠扩展)：正确为 热膨胀系数
热扩散效应	热扩散	deprecated	zh	非标准：应为 热扩散
热核反应	热核聚变	deprecated	zh	非标准：应为 热核聚变
热核融合	热核聚变	forbidden	zh	误用日语'融合'：正确为 热核聚变
热水力分析	热工水力分析	deprecated	zh	非标准(缺"工"字)：应为 热工水力分析
热水力学	热工水力	deprecated	zh	非标准：应为 热工水力
热水力学分析	热工水力分析	deprecated	zh	非标准(热工水力≠热水力学)：应为 热工水力分析
热流量	热流密度	deprecated	zh	非标准：应为 热流密度
热液压分析	热工水力分析	forbidden	zh	AI误译hydraulic(水力≠液压)：正确为 热工水力分析
热液压学	热工水力	forbidden	zh	误译hydraulics：正确为 热工水力
热淬火	热猝灭	forbidden	zh	金属热处理义：正确为 热猝灭
热淬灭	热猝灭	forbidden	zh	误用金属义淬：正确为 热猝灭
热点点火	中心热斑点火	forbidden	zh	误译hot spot：ICF应为 中心热斑点火
热狗不稳定性	腊肠不稳定性	forbidden	zh	误译sausage：正确为 腊肠不稳定性
热电力	热功率	forbidden	zh	误译power(功率≠电力)：正确为 热功率
热疲劳损伤	热疲劳	deprecated	zh	啰嗦：应为 热疲劳
热疲劳破坏	热疲劳	deprecated	zh	含结果义：应为 热疲劳
热离子模	热离子模式	deprecated	zh	缺字'式'：应为 热离子模式
热胀系数	热膨胀系数	deprecated	zh	非标准缩略(膨胀≠胀)：应为 热膨胀系数
热脱吸	热脱附	forbidden	zh	误译desorption(脱附≠脱吸)：正确为 热脱附
热腔	热室	forbidden	zh	误译cell：正确为 热室
热膨胀率	热膨胀系数	deprecated	zh	非标准(系数≠率)：应为 热膨胀系数
热荷载	热负荷	forbidden	zh	误译load：正确为 热负荷
热解吸	热脱附	forbidden	zh	误译desorption(脱附≠解吸)：正确为 热脱附
热解附	热脱附	deprecated	zh	非标准：应为 热脱附
热负载	热负荷	forbidden	zh	误译load：正确为 热负荷
热通量	热流密度	deprecated	zh	非标准变体：聚变应为 热流密度
热释放	热脱附	forbidden	zh	误译desorption(脱附≠释放)：正确为 热脱附
热量功率	热功率	forbidden	zh	冗赘：正确为 热功率
热量猝灭	热猝灭	forbidden	zh	AI冗余加词：正确为 热猝灭
热量计	辐射计	forbidden	zh	误译：正确为 辐射计
热防护罩	冷屏	forbidden	zh	误译：聚变低温术语正确为 冷屏
热阻涂层	热障涂层	forbidden	zh	误译barrier(障≠阻)：正确为 热障涂层
热震	热冲击	deprecated	zh	非标准：应为 热冲击
热骤冷	热猝灭	forbidden	zh	误译quench：正确为 热猝灭
焊接性	可焊性	deprecated	zh	非标准(可焊性≠焊接性)：应为 可焊性
焊接接头	钎焊接头	deprecated	zh	笼统化：应为 钎焊接头
焊接能力	可焊性	forbidden	zh	误译-ability(可焊性≠焊接能力)：正确为 可焊性
焚烧控制	燃烧控制	forbidden	zh	误译burn：聚变应为 燃烧控制
照射脆化	辐照脆化	deprecated	zh	非标准：应为 辐照脆化
照射蠕变	辐照蠕变	forbidden	zh	误译irradiation：正确为 辐照蠕变
熔坑	熔化层	forbidden	zh	误译(pit≠layer)：正确为 熔化层
熔池	熔化层	deprecated	zh	非标准(pool≠layer)：应为 熔化层
熔融损伤	熔化损伤	deprecated	zh	非推荐：应为 熔化损伤
燃尽率	燃烧份额	forbidden	zh	误译：正确为 燃烧份额
燃料保留	燃料滞留	forbidden	zh	误译retention：正确为 燃料滞留
燃料周期	燃料循环	forbidden	zh	误译cycle(循环≠周期)：正确为 燃料循环
燃料回收	燃料再循环	forbidden	zh	误译recycling：正确为 燃料再循环
燃料回炉	燃料再循环	forbidden	zh	非学术口语化：正确为 燃料再循环
燃料回路	燃料循环	forbidden	zh	误译cycle(循环≠回路)：正确为 燃料循环
燃料弹丸	燃料芯块	forbidden	zh	误混聚变弹丸义：正确为 燃料芯块
燃料循环利用	燃料再循环	forbidden	zh	误译recycling：正确为 燃料再循环
燃料胶囊	靶丸	forbidden	zh	误译capsule：正确为 靶丸
燃料舱	靶丸	forbidden	zh	误译capsule：正确为 靶丸
燃料颗粒	燃料芯块	forbidden	zh	误译pellet(芯块≠颗粒)：正确为 燃料芯块
燃油循环	燃料循环	forbidden	zh	误译fuel(燃料≠燃油)：正确为 燃料循环
燃点	点火温度	forbidden	zh	误译(化学义)：聚变应为 点火温度
燃烧分数	燃烧份额	deprecated	zh	非标准：应为 燃烧份额
燃耗率	燃烧份额	forbidden	zh	混淆burn fraction与burnup：正确为 燃烧份额
爆聚速度	内爆速度	deprecated	zh	非标准：应为 内爆速度
物理喷溅	physical sputtering	forbidden	zh	误译sputtering：正确为 物理溅射
物理溅射率	physical sputtering	forbidden	zh	率暗示时间量纲：正确为 物理溅射(产额)
物理飞溅	physical sputtering	forbidden	zh	误译sputtering：正确为 物理溅射
物质迁移	材料迁移	forbidden	zh	误译material(材料≠物质)：正确为 材料迁移
特兰斯普	TRANSP	forbidden	zh	AI transliteration of code token
特洛扬极限	Troyon极限	forbidden	zh	音译错：正确为 特罗雍极限
特罗伊极限	Troyon极限	forbidden	zh	音译错：正确为 特罗雍极限
环境剂量当量	周围剂量当量	forbidden	zh	误译ambient(周围≠环境)：正确为 周围剂量当量
环带流	带状流	deprecated	zh	非标准：应为 带状流
环形场波纹	环向场纹波	forbidden	zh	双误(环形≠环向、波纹≠纹波)：正确为 环向场纹波
环形磁场	环向磁场	forbidden	zh	误译toroidal：正确为 环向磁场
环形磁场线圈	极向场线圈	forbidden	zh	误译：与纵场线圈混淆，正确为 极向场线圈
环形阿尔芬本征模	环向阿尔芬本征模	deprecated	zh	非标准：应为 环向阿尔芬本征模
环流器二号A	HL-2A	deprecated	zh	非标准(缩写场景应保留 HL-2A)
环流器二号M	HL-2M	deprecated	zh	非标准(缩写场景应保留 HL-2M)
球型托克马克	球形托卡马克	forbidden	zh	双误(型≠形、音译)：正确为 球形托卡马克
球形托马克	球马克	forbidden	zh	spheromak≠spherical tokamak：正确为 球马克
球状托卡马克	球形托卡马克	deprecated	zh	非标准：应为 球形托卡马克
球状等离子体	球马克	forbidden	zh	误译spheromak：正确为 球马克
球马克合并	球马克并合	forbidden	zh	误译merging：正确为 球马克并合
理想MHD力学	理想磁流体力学	forbidden	zh	误译：正确为 理想磁流体力学
理想MHD稳定度	理想MHD稳定性	forbidden	zh	误译stability(稳定性≠稳定度)：正确为 理想MHD稳定性
理想磁流体力学稳定性	理想MHD稳定性	deprecated	zh	冗余：应为 理想MHD稳定性
理想磁流体稳定度	理想MHD稳定性	forbidden	zh	误译stability(稳定性≠稳定度)：正确为 理想MHD稳定性
瑞克西	REXIE	forbidden	zh	AI transliteration of code-like device token
瑞利泰勒不稳定性	瑞利-泰勒不稳定性	deprecated	zh	缺连字符：应为 瑞利-泰勒不稳定性
瓦尔收缩	瓦尔箍缩	forbidden	zh	误译pinch：正确为 瓦尔箍缩
生物屏障	生物屏蔽	forbidden	zh	误译shield：正确为 生物屏蔽
生物防护	生物屏蔽体	forbidden	zh	误译shielding(屏蔽≠防护)：正确为 生物屏蔽体
生物防护罩	生物屏蔽	forbidden	zh	误译shield：正确为 生物屏蔽
甲种粒子	α粒子	deprecated	zh	标准为"α粒子"
电介质墙加速器	介质壁加速器	forbidden	zh	误译dielectric+wall：正确为 介质壁加速器
电力供应	电源系统	forbidden	zh	误译power supply：正确为 电源系统
电力密度	功率密度	forbidden	zh	误译power(功率≠电力)：正确为 功率密度
电力平衡	功率平衡	forbidden	zh	误译power：聚变应为 功率平衡
电力转换系统	能量转换系统	forbidden	zh	电力 wrong domain term
电子伯恩斯坦波动	电子伯恩斯坦波	forbidden	zh	误加'动'：正确为 电子伯恩斯坦波
电子体温度	电子温度	forbidden	zh	误加'体'：正确为 电子温度
电子回旋加热法	电子回旋共振加热	deprecated	zh	标准为"电子回旋共振加热"，"法"字多余
电子回旋发射	电子回旋辐射	forbidden	zh	误译emission：正确为 电子回旋辐射
电子射线焊接	电子束焊接	forbidden	zh	误译beam(束≠射线)：正确为 电子束焊接
电子温度梯度模式	电子温度梯度模	deprecated	zh	非标准：应为 电子温度梯度模
电子热梯度模	电子温度梯度模	forbidden	zh	误译temperature：正确为 电子温度梯度模
电子环回共振加热	电子回旋共振加热	forbidden	zh	误译cyclotron：正确为 电子回旋共振加热
电子环回电流驱动	电子回旋电流驱动	forbidden	zh	误译cyclotron：正确为 电子回旋电流驱动
电子环行辐射	电子回旋辐射	forbidden	zh	误译cyclotron：正确为 电子回旋辐射
电感运行	感应运行	forbidden	zh	误译inductive：正确为 感应运行
电气网格连接	电网接入	forbidden	zh	误译grid+connection：正确为 电网接入
电流传动	电流驱动	forbidden	zh	传动=mechanical transmission
电流孔	电流空洞	forbidden	zh	误译hole：正确为 电流空洞
电流急停	电流猝灭	forbidden	zh	误译quench(猝灭≠急停)：正确为 电流猝灭
电流淬火	电流猝灭	forbidden	zh	金属热处理义：正确为 电流猝灭
电流淬灭	电流猝灭	forbidden	zh	误用金属义淬：正确为 电流猝灭
电流空心	电流空洞	forbidden	zh	误译hole：正确为 电流空洞
电流轮廓控制	电流剖面控制	forbidden	zh	误译profile：正确为 电流剖面控制
电流配置文件控制	电流剖面控制	forbidden	zh	误译profile(IT义)：正确为 电流剖面控制
电流驱力	电流驱动	forbidden	zh	驱力 is non-standard hybrid
电流驱动效能	电流驱动效率	forbidden	zh	误译efficiency：正确为 电流驱动效率
电流驱动模式	电流驱动模	deprecated	zh	非标准：应为 电流驱动模
电流驱动的模	电流驱动模	deprecated	zh	非标准：应为 电流驱动模
电流骤降	电流猝灭	forbidden	zh	误译quench(猝灭≠骤降)：正确为 电流猝灭
电浆	等离子体	deprecated	zh	台湾用语，大陆标准为"等离子体"
电磁学力	电磁力	forbidden	zh	误加'学'：正确为 电磁力
电网连接	电网接入	deprecated	zh	非标准：应为 电网接入
电荷交换丢失	电荷交换损失	forbidden	zh	误译loss：正确为 电荷交换损失
电荷交换光谱	电荷交换复合光谱	deprecated	zh	缺recombination：应为 电荷交换复合光谱
电荷交换重组光谱	电荷交换复合光谱	forbidden	zh	误译recombination：正确为 电荷交换复合光谱
电荷转移复合光谱	电荷交换复合光谱	forbidden	zh	误译exchange：正确为 电荷交换复合光谱
电费	电力成本	forbidden	zh	误译(过度简化)：正确为 电力成本
电阻不稳定	电阻不稳定性	deprecated	zh	缺'性'字：应为 电阻不稳定性
电阻加热	欧姆加热	deprecated	zh	非标准：聚变应为 欧姆加热
电阻墙模	电阻壁模	forbidden	zh	误译wall：正确为 电阻壁模
电阻壁模式	电阻壁模	deprecated	zh	非标准：应为 电阻壁模
电阻性MHD	电阻磁流体力学	deprecated	zh	非标准：应为 电阻磁流体力学
电阻性不稳定性	电阻不稳定性	deprecated	zh	非标准：应为 电阻不稳定性
疲劳周期	疲劳寿命	forbidden	zh	误译life：正确为 疲劳寿命
疲劳度分析	疲劳分析	forbidden	zh	误译(疲劳分析≠疲劳度分析)：正确为 疲劳分析
疲劳性分析	疲劳分析	forbidden	zh	误译(疲劳分析≠疲劳性分析)：正确为 疲劳分析
疲劳生命	疲劳寿命	forbidden	zh	误译life：正确为 疲劳寿命
的黎波里	TRIPOLI	forbidden	zh	AI translates code name as Tripoli city
监管批准	审批许可	forbidden	zh	误译：正确为 审批许可
目标制造	靶制造	forbidden	zh	误译target：正确为 靶制造
目标加工	靶制造	forbidden	zh	误译target：正确为 靶制造
直接能源转化	直接能量转换	forbidden	zh	误译：正确为 直接能量转换
直接能量变换	直接能量转换	deprecated	zh	非标准：应为 直接能量转换
直接驱动器	直接驱动	forbidden	zh	误译drive：正确为 直接驱动
相位对比成像	相衬成像	forbidden	zh	误译contrast：正确为 相衬成像
真空丧失事故	失真空事故	forbidden	zh	non-standard phrasing
真空容器	真空室	deprecated	zh	非标准变体：应为 真空室
真空泵送	真空抽气	forbidden	zh	误译pumping：正确为 真空抽气
真空破坏事故	失真空事故	forbidden	zh	破坏=destruction, wrong
真空船	真空室	forbidden	zh	误译vessel：正确为 真空室
着火条件	点火条件	forbidden	zh	着火=combustion ignition
瞬时再沉积	即时再沉积	deprecated	zh	非标准变体：应为 即时再沉积
破坏侵蚀	破裂侵蚀	forbidden	zh	误译disruption：正确为 破裂侵蚀
破坏性侵蚀	破裂侵蚀	forbidden	zh	误译disruption(破裂≠破坏性)：正确为 破裂侵蚀
破坏预测	破裂预测	forbidden	zh	误译disruption：正确为 破裂预测
破裂缓冲	破裂缓解	forbidden	zh	误译mitigation：正确为 破裂缓解
破裂韧性	断裂韧性	forbidden	zh	误译fracture(断裂≠破裂)：正确为 断裂韧性
硅化作用	硅化	deprecated	zh	非标准：应为 硅化
硅化处理	硅化	deprecated	zh	冗赘：应为 硅化
硬X光	硬X射线	forbidden	zh	误译X-ray(X射线≠X光)：正确为 硬X射线
硬X光线	硬X射线	forbidden	zh	误译X-ray：正确为 硬X射线
硬X线	硬X射线	deprecated	zh	省略'射'字：应为 硬X射线
硼化处理	硼化	deprecated	zh	啰嗦：应为 硼化
硼处理	硼化	deprecated	zh	笼统化：应为 硼化
硼涂覆	硼化	deprecated	zh	非标准：应为 硼化
碎片弹丸注入	碎裂弹丸注入	deprecated	zh	非标准：应为 碎裂弹丸注入
碎裂力学	断裂力学	forbidden	zh	误译fracture(断裂≠碎裂)：正确为 断裂力学
碎裂韧性	断裂韧性	forbidden	zh	误译fracture(断裂≠碎裂)：正确为 断裂韧性
碰撞减振	碰撞阻尼	forbidden	zh	误译damping：正确为 碰撞阻尼
碰撞度	碰撞率	forbidden	zh	误译-ality：正确为 碰撞率
碰撞性	碰撞率	forbidden	zh	误译-ality：正确为 碰撞率
碰撞衰减	碰撞阻尼	forbidden	zh	误译damping：正确为 碰撞阻尼
碳墨	石墨	forbidden	zh	误译graphite：正确为 石墨
碳纤维合成材料	碳纤维复合材料	forbidden	zh	混淆composite/synthetic：正确为 碳纤维复合材料
磁井	磁阱	forbidden	zh	误译well：正确为 磁阱
磁体供电线	磁体馈线	forbidden	zh	误译feeder：正确为 磁体馈线
磁体膛径	磁体孔径	deprecated	zh	非标准：应为 磁体孔径
磁再连接	磁重联	forbidden	zh	误译：正确为 磁重联
磁切变	磁剪切	deprecated	zh	非标准变体：应为 磁剪切
磁力压力	磁压	forbidden	zh	误译magnetic(磁≠磁力)：正确为 磁压
磁力岛	磁岛	forbidden	zh	误译magnetic：正确为 磁岛
磁力探针	磁探针	forbidden	zh	误译magnetic(磁≠磁力)：正确为 磁探针
磁力管	磁通管	forbidden	zh	误译flux tube(磁通管≠磁力管)：正确为 磁通管
磁力线重联	磁重联	deprecated	zh	非标准：应为 磁重联
磁势阱	磁阱	deprecated	zh	非标准用法：应为 磁阱
磁场压强	磁压	forbidden	zh	误译pressure(压≠压强)：正确为 磁压
磁场探头	磁探针	forbidden	zh	误译probe(探针≠探头)：正确为 磁探针
磁场梯度偏移	∇B漂移	forbidden	zh	误译drift：正确为 梯度B漂移
磁场线追迹	磁力线追踪	forbidden	zh	磁场线/追迹 both non-standard
磁场馈线	磁体馈线	forbidden	zh	误译magnet：正确为 磁体馈线
磁存储能量	磁储能	forbidden	zh	误译：正确为 磁储能
磁性压力	磁压	forbidden	zh	误译magnetic(磁≠磁性)：正确为 磁压
磁性喷嘴	磁喷管	forbidden	zh	误译nozzle：正确为 磁喷管
磁性岛	磁岛	forbidden	zh	误译magnetic：正确为 磁岛
磁性探针	磁探针	forbidden	zh	误译magnetic(磁≠磁性)：正确为 磁探针
磁性自我组织	磁自组织	forbidden	zh	误译：正确为 磁自组织
磁性诊断	磁诊断	forbidden	zh	误译magnetic：正确为 磁诊断
磁性轴	磁轴	forbidden	zh	误译magnetic：正确为 磁轴
磁惯性聚变	磁化惯性聚变	forbidden	zh	缺字'化'：正确为 磁化惯性聚变
磁探头	磁探针	forbidden	zh	误译probe(探针≠探头)：正确为 磁探针
磁流体动力学	磁流体力学	deprecated	zh	规范为"磁流体力学"(无"动"字)
磁流管	磁通管	forbidden	zh	误译flux tube(磁通管≠磁流管)：正确为 磁通管
磁螺旋	磁螺旋度	forbidden	zh	缺字'度'：正确为 磁螺旋度
磁通保守器	磁通守恒器	forbidden	zh	误译conserver：正确为 磁通守恒器
磁通扩张	磁通膨胀	forbidden	zh	误译expansion：正确为 磁通膨胀
磁通量环	磁通环	forbidden	zh	误译flux(磁通≠磁通量)：正确为 磁通环
磁通量面	磁面	forbidden	zh	误译：正确为 磁面
磁重新连接	磁重联	forbidden	zh	误译：正确为 磁重联
磁重连	磁重联	deprecated	zh	非标准变体：应为 磁重联
磁铁冷却	磁体冷却	forbidden	zh	误译magnet：正确为 磁体冷却
磁铁孔径	磁体孔径	forbidden	zh	误译magnet：正确为 磁体孔径
磁铁结构	磁体结构件	forbidden	zh	误译magnet：正确为 磁体结构件
磁面镜	磁镜	forbidden	zh	误译：正确为 磁镜
磨蚀	侵蚀	deprecated	zh	非标准(abrasion义)：应为 侵蚀
磨蚀腐蚀	冲蚀-腐蚀	deprecated	zh	非标准：应为 冲蚀-腐蚀
示范反应堆	示范堆	deprecated	zh	啰嗦：应为 示范堆
神光3号	神光三号	deprecated	zh	非标准(三号≠3号)：应为 神光三号
神经网络传输模型	神经网络输运模型	forbidden	zh	误译transport(输运≠传输)：正确为 神经网络输运模型
福克尔-普朗克方程	Fokker-Planck方程	forbidden	zh	误音译人名：正确保留 Fokker-Planck方程
离子伯恩斯坦波动	离子伯恩斯坦波	forbidden	zh	误加'动'：正确为 离子伯恩斯坦波
离子体温度	离子温度	forbidden	zh	误加'体'：正确为 离子温度
离子回旋共振天线	离子回旋天线	forbidden	zh	冗赘(回旋已含共振义)：正确为 离子回旋天线
离子回旋加热法	离子回旋共振加热	deprecated	zh	标准为"离子回旋共振加热"，"法"字多余
离子嵌入	离子注入	forbidden	zh	误译implantation(注入≠嵌入)：正确为 离子注入
离子打入	离子注入	forbidden	zh	非标准口语化：正确为 离子注入
离子植入	离子注入	forbidden	zh	误译implantation(注入≠植入)：正确为 离子注入
离子温度梯度模式	离子温度梯度模	deprecated	zh	非标准：应为 离子温度梯度模
离子环回共振加热	离子回旋共振加热	forbidden	zh	误译cyclotron：正确为 离子回旋共振加热
离靶	等离子体脱靶	deprecated	zh	非标准：应为 脱靶
私密通量域	私有磁通区	forbidden	zh	误译：正确为 私有磁通区
私通量区	私有磁通区	forbidden	zh	误译flux：正确为 私有磁通区
科西嘉	CORSICA	forbidden	zh	AI translates code name as Corsica island
积极冷却部件	主动冷却部件	forbidden	zh	误译actively：正确为 主动冷却部件
移位能	位移阈能	forbidden	zh	误译displacement(位移≠移位)：正确为 位移阈能
稳定状态操作	稳态运行	forbidden	zh	误译：正确为 稳态运行
稳定状态高β	稳态高β运行	forbidden	zh	误译：正确为 稳态高β运行
稳态段	平顶段	forbidden	zh	误译flat-top(平顶段≠稳态段)：正确为 平顶段
稳态球马克实验	SSPX	forbidden	zh	非标准冗译(装置名应保留 SSPX)
空位率	空位	forbidden	zh	空位≠空位率(vacancy concentration)：正确为 空位
空位膨胀	辐照肿胀	forbidden	zh	误译void：正确为 辐照肿胀
空心腔	黑腔	forbidden	zh	误译hohlraum：正确为 黑腔
空洞肿胀	辐照肿胀	forbidden	zh	误译void：正确为 辐照肿胀
空洞膨胀	辐照肿胀	forbidden	zh	误译void：正确为 辐照肿胀
空白	空位	forbidden	zh	AI误译vacancy(空位≠空白)：正确为 空位(晶格缺陷)
空缺	空位	forbidden	zh	误用人事义：正确为 空位(晶格缺陷)
空隙肿胀	辐照肿胀	forbidden	zh	误译void(空洞≠空隙)：正确为 辐照肿胀
穿透	渗透	forbidden	zh	误译permeation(渗透≠穿透)：正确为 渗透
竖直位移事件	垂直位移事件	deprecated	zh	非标准：应为 垂直位移事件
竖直稳定性	垂直稳定性	forbidden	zh	误译vertical(垂直≠竖直)：正确为 垂直稳定性
端口堵头	窗口模块	forbidden	zh	误译plug：正确为 窗口模块
端口塞	窗口模块	forbidden	zh	误译plug：正确为 窗口模块
端口插头	窗口模块	forbidden	zh	误译plug：正确为 窗口模块
第N种	第N台堆	forbidden	zh	误译：正确为 第N台堆
第一同类	首台堆	forbidden	zh	误译：正确为 首台堆
第一墙	第一壁	forbidden	zh	AI误译wall(壁≠墙)：正确为 第一壁
等价剂量	当量剂量	forbidden	zh	AI误译equivalent(当量≠等价)：正确为 当量剂量
等效剂量	当量剂量	forbidden	zh	误译equivalent：正确为 当量剂量
等离子	等离子体	deprecated	zh	应使用全称"等离子体"
等离子不稳定	等离子体不稳定性	deprecated	zh	缺字'体'：应为 等离子体不稳定性
等离子位置控制	等离子体位置控制	forbidden	zh	缺字'体'：正确为 等离子体位置控制
等离子体主半径	等离子体大半径	forbidden	zh	误译major：正确为 等离子体大半径
等离子体主要半径	等离子体大半径	forbidden	zh	误译major：正确为 等离子体大半径
等离子体分离	等离子体脱靶	forbidden	zh	误译detachment：正确为 等离子体脱靶
等离子体副半径	等离子体小半径	forbidden	zh	误译minor：正确为 等离子体小半径
等离子体升坡	等离子体升流	forbidden	zh	误译ramp-up：正确为 等离子体升流
等离子体喷涂	等离子喷涂	forbidden	zh	误加'体'字：正确为 等离子喷涂
等离子体喷涂钨	等离子喷涂钨	forbidden	zh	喷涂场景用'等离子'不用'体'：正确为 等离子喷涂钨
等离子体均衡	等离子体平衡	forbidden	zh	误译equilibrium：正确为 等离子体平衡
等离子体壁	第一壁	deprecated	zh	标准为"第一壁"
等离子体壁面交互	等离子体表面相互作用	forbidden	zh	误译interaction(相互作用≠交互)：正确为 等离子体表面相互作用
等离子体封闭	等离子体约束	forbidden	zh	误译confinement：正确为 等离子体约束
等离子体崩溃	等离子体击穿	forbidden	zh	AI误译breakdown(击穿≠崩溃)：正确为 等离子体击穿
等离子体故障	等离子体击穿	forbidden	zh	AI误译breakdown(击穿≠故障)：正确为 等离子体击穿
等离子体整形	等离子体成形	forbidden	zh	误译shaping：正确为 等离子体成形
等离子体斜升	等离子体升流	forbidden	zh	误译ramp-up：正确为 等离子体升流
等离子体斜降	等离子体降流	forbidden	zh	误译ramp-down：正确为 等离子体降流
等离子体次半径	等离子体小半径	forbidden	zh	误译minor：正确为 等离子体小半径
等离子体细丝	等离子体丝状体	forbidden	zh	误译filament(丝状体≠细丝)：正确为 等离子体丝状体
等离子体终端	等离子体终止	forbidden	zh	AI误译termination(终止≠终端)：正确为 等离子体终止
等离子体结束	等离子体终止	forbidden	zh	误译termination(终止≠结束)：正确为 等离子体终止
等离子体维护	等离子体维持	forbidden	zh	误译sustainment：正确为 等离子体维持
等离子体脱离	等离子体脱靶	forbidden	zh	误译detachment：正确为 等离子体脱靶
等离子体表面交互	等离子体表面相互作用	forbidden	zh	误译interaction：正确为 等离子体表面相互作用
等离子体解除	等离子体脱靶	forbidden	zh	误译detachment(脱靶≠解除)：正确为 等离子体脱靶
等离子体调控	等离子体控制	forbidden	zh	误译control：正确为 等离子体控制
等离子体贝塔	等离子体比压	forbidden	zh	误音译β：正确为 等离子体比压
等离子体转动	等离子体旋转	deprecated	zh	非标准：应为 等离子体旋转
等离子体阻率	等离子体电阻率	forbidden	zh	阻率 non-standard; use 电阻率
等离子体降坡	等离子体降流	forbidden	zh	误译ramp-down：正确为 等离子体降流
等离子体限制	等离子体约束	forbidden	zh	误译confinement：正确为 等离子体约束
等离子体面材料	面向等离子体材料	forbidden	zh	误译facing：正确为 面向等离子体材料
等离子体面组件	面向等离子体部件	forbidden	zh	误译：正确为 面向等离子体部件
等离子壁互动	等离子体表面相互作用	forbidden	zh	误译interaction+缺'体'字：正确为 等离子体表面相互作用
等离子密度	等离子体密度	forbidden	zh	缺字'体'：正确为 等离子体密度
等离子控制	等离子体控制	deprecated	zh	缺字'体'：应为 等离子体控制
等离子旋转	等离子体旋转	forbidden	zh	缺字'体'：正确为 等离子体旋转
等离子材料耦合	等离子体-材料互作	deprecated	zh	缺"体"字：应为 等离子体-材料互作
等离子枪	等离子体枪	forbidden	zh	缺字'体'：正确为 等离子体枪
等离子温度	等离子体温度	forbidden	zh	缺字'体'：正确为 等离子体温度
等离子灯丝	等离子体丝状体	forbidden	zh	误译filament(丝状体≠灯丝)：正确为 等离子体丝状体
等离子物理研究所	等离子体物理研究所	forbidden	zh	缺字'体'：正确为 等离子体物理研究所
等离子状态估计	等离子体状态估计	forbidden	zh	缺字'体'：正确为 等离子体状态估计
等离子电流	等离子体电流	forbidden	zh	缺字'体'：正确为 等离子体电流
等离子电阻率	等离子体电阻率	deprecated	zh	missing 体; standard form is 等离子体电阻率
等离子纤丝	等离子体丝状体	forbidden	zh	误译filament：正确为 等离子体丝状体
等离子面对部件	面向等离子体部件	forbidden	zh	误译facing语序错误+缺体字：正确为 面向等离子体部件
等离子频率	等离子体频率	forbidden	zh	缺字'体'：正确为 等离子体频率
简化MHD	约化MHD	forbidden	zh	误译reduced：正确为 约化MHD
管子切割	管道切割	forbidden	zh	误译pipe(管道≠管子)：正确为 管道切割
管道内导线	管内电缆导体	forbidden	zh	误译conductor：正确为 管内电缆导体
管道内电缆	管内电缆导体	forbidden	zh	误译：正确为 管内电缆导体
